Model ID,English Name,Chinese Name,System
FJ3559,anterior division of right renal artery,右肾动脉前干,cardiovascular
FJ3560,anterior division of right renal artery,右肾动脉前干,cardiovascular
FJ3561,anterior division of right renal artery,右肾动脉前干,cardiovascular
FJ3562,anterior division of right renal artery,右肾动脉前干,cardiovascular
FJ3563,anterior division of right renal artery,右肾动脉前干,cardiovascular
FJ3564,right common carotid artery,右颈总动脉,cardiovascular
FJ3565,right common iliac artery,右髂总动脉,cardiovascular
FJ3566,right common iliac vein,右髂总静脉,cardiovascular
FJ3567,right external iliac artery,右髂外动脉,cardiovascular
FJ3568,right external iliac vein,右髂外静脉,cardiovascular
FJ3569,right internal iliac artery,右髂内动脉,cardiovascular
FJ3570,right internal iliac vein,右髂内静脉,cardiovascular
FJ3571,right internal iliac vein,右髂内静脉,cardiovascular
FJ3572,right internal iliac vein,右髂内静脉,cardiovascular
FJ3573,posterior division of right renal artery,右肾动脉后干,cardiovascular
FJ3574,posterior division of right renal artery,右肾动脉后干,cardiovascular
FJ3575,posterior division of right renal artery,右肾动脉后干,cardiovascular
FJ3576,trunk of right renal artery,右肾动脉干,cardiovascular
FJ3577,right renal vein,右肾静脉,cardiovascular
FJ3578,right renal vein,右肾静脉,cardiovascular
FJ3579,right subclavian artery,右锁骨下动脉,cardiovascular
FJ3580,right suprarenal vein,右肾上腺静脉,cardiovascular
FJ3581,ureteric segment of right renal artery,右肾动脉输尿管段,cardiovascular
FJ3582,ureteric segment of right renal artery,右肾动脉输尿管段,cardiovascular
FJ3583,right brachiocephalic vein,右头臂静脉,cardiovascular
FJ3584,right inferior suprarenal artery,右肾上腺下动脉,cardiovascular
FJ3585,right internal jugular vein,右颈内静脉,cardiovascular
FJ3586,right middle suprarenal artery,右肾上腺中动脉,cardiovascular
FJ3587,right subclavian vein,右锁骨下静脉,cardiovascular
FJ3589,right ascending lumbar vein,右腰升静脉,cardiovascular
FJ3590,right colic artery,右结肠动脉,cardiovascular
FJ3591,right colic vein,右结肠静脉,cardiovascular
FJ3592,right dorsal artery of penis,阴茎右背动脉,cardiovascular
FJ3593,right dorsal artery of penis,阴茎右背动脉,cardiovascular
FJ3594,right gastric artery,右胃动脉,cardiovascular
FJ3595,right gastric vein,右胃静脉,cardiovascular
FJ3596,right gastro-epiploic artery,胃网膜右动脉,cardiovascular
FJ3597,right gastroepiploic vein,胃网膜右静脉,cardiovascular
FJ3603,right iliolumbar vein,右髂腰静脉,cardiovascular
FJ3604,right inferior epigastric artery,右腹壁下动脉,cardiovascular
FJ3605,right inferior epigastric vein,右腹壁下静脉,cardiovascular
FJ3606,right inferior gluteal vein,右臀下静脉,cardiovascular
FJ3607,right internal iliac vein,右髂内静脉,cardiovascular
FJ3608,right internal iliac vein,右髂内静脉,cardiovascular
FJ3609,right internal iliac vein,右髂内静脉,cardiovascular
FJ3610,right internal pudendal vein,右阴部内静脉,cardiovascular
FJ3611,right lateral sacral vein,右骶外侧静脉,cardiovascular
FJ3612,right obturator vein,右闭孔静脉,cardiovascular
FJ3614,right superficial epigastric artery,右腹壁浅动脉,cardiovascular
FJ3615,right superior epigastric vein,右腹壁上静脉,cardiovascular
FJ3616,right superior gluteal vein,右臀上静脉,cardiovascular
FJ3617,right testicular artery,右睾丸动脉,cardiovascular
FJ3618,right testicular vein,右睾丸静脉,cardiovascular
FJ3619,right inferior phrenic artery,右膈下动脉,cardiovascular
FJ3620,right inferior phrenic artery,右膈下动脉,cardiovascular
FJ3621,right inferior phrenic artery,右膈下动脉,cardiovascular
FJ3622,right inferior phrenic artery,右膈下动脉,cardiovascular
FJ3623,right inferior phrenic artery,右膈下动脉,cardiovascular
FJ3624,right inferior phrenic artery,右膈下动脉,cardiovascular
FJ3625,right inferior phrenic artery,右膈下动脉,cardiovascular
FJ3626,right inferior phrenic artery,右膈下动脉,cardiovascular
FJ3631,subdivision of inferior vena caval tree,下腔静脉系分支,cardiovascular
FJ3632,segment of arterial tree organ,动脉树段,cardiovascular
FJ3635,subdivision of inferior vena caval tree,下腔静脉系分支,cardiovascular
FJ3636,segment of arterial tree organ,动脉树段,cardiovascular
FJ3637,right superficial dorsal vein of penis,阴茎右背浅静脉,cardiovascular
FJ3638,subdivision of inferior mesenteric artery,肠系膜下动脉分支,cardiovascular
FJ3639,subdivision of pre-hepatic portal vein,肝外门静脉分支,cardiovascular
FJ3640,segment of arterial tree organ,动脉树段,cardiovascular
FJ3641,subdivision of pre-hepatic portal vein,肝外门静脉分支,cardiovascular
FJ3644,trunk of superior mesenteric artery,肠系膜上动脉干,cardiovascular
FJ3645,region of vascular tree organ,血管树区域,cardiovascular
FJ3646,subdivision of pre-hepatic portal vein,肝外门静脉分支,cardiovascular
FJ3647,subdivision of pre-hepatic portal vein,肝外门静脉分支,cardiovascular
FJ3648,subdivision of superior vena caval tree,上腔静脉系分支,cardiovascular
FJ3649,subdivision of superior vena caval tree,上腔静脉系分支,cardiovascular
FJ3650,subdivision of superior vena caval tree,上腔静脉系分支,cardiovascular
FJ3651,subdivision of superior vena caval tree,上腔静脉系分支,cardiovascular
FJ3652,subdivision of superior vena caval tree,上腔静脉系分支,cardiovascular
FJ3653,subdivision of superior vena caval tree,上腔静脉系分支,cardiovascular
FJ3654,subdivision of superior vena caval tree,上腔静脉系分支,cardiovascular
FJ3655,subdivision of pre-hepatic portal vein,肝外门静脉分支,cardiovascular
FJ3656,subdivision of inferior mesenteric artery,肠系膜下动脉分支,cardiovascular
FJ3657,subdivision of pre-hepatic portal vein,肝外门静脉分支,cardiovascular
FJ3658,subdivision of superior vena caval tree,上腔静脉系分支,cardiovascular
FJ3659,region of vascular tree organ,血管树区域,cardiovascular
FJ1282,anterior chamber of left eyeball,左眼前房,nervous
FJ1283,left anterior ethmoidal nerve,左筛前神经,nervous
FJ1287,left corona ciliaris,左睫状冠,nervous
FJ1288,left ciliary ganglion,左睫状神经节,nervous
FJ1289,left cornea,左角膜,nervous
FJ1290,left frontal nerve,左额神经,nervous
FJ1293,inferior branch of left oculomotor nerve,左动眼神经下支,nervous
FJ1296,left infratrochlear nerve,左滑车下神经,nervous
FJ1298,left lacrimal canaliculus,左泪小管,nervous
FJ1299,left lacrimal gland,左泪腺,nervous
FJ1300,left lacrimal nerve,左泪神经,nervous
FJ1301,left lacrimal lake,左泪湖,nervous
FJ1302,left nasolacrimal duct,左鼻泪管,nervous
FJ1305,left lens,左晶状体,nervous
FJ1309,left lacrimal sac,左泪囊,nervous
FJ1310,left nasociliary nerve,左鼻睫神经,nervous
FJ1311,communicating branch of left nasociliary nerve with left ciliary ganglion,左鼻睫神经与睫状神经节交通支,nervous
FJ1312,left ophthalmic nerve,左眼神经,nervous
FJ1313,left optic nerve,左视神经,nervous
FJ1315,left posterior ethmoidal nerve,左筛后神经,nervous
FJ1316,optic part of left retina,左视网膜视部,nervous
FJ1317,left sclera,左巩膜,nervous
FJ1318,left long ciliary nerve,左睫状长神经,nervous
FJ1319,subdivision of parasympathetic nervous system,副交感神经系统分支,nervous
FJ1320,suspensory ligament of left lens,左晶状体悬韧带,nervous
FJ1321,superior branch of left oculomotor nerve,左动眼神经上支,nervous
FJ1325,left supra-orbital nerve,左眶上神经,nervous
FJ1326,left supratrochlear nerve,左滑车上神经,nervous
FJ1330,left trochlear nerve,左滑车神经,nervous
FJ1331,left vitreous body,左玻璃体,nervous
FJ1332,anterior chamber of right eyeball,右眼前房,nervous
FJ1333,right anterior ethmoidal nerve,右筛前神经,nervous
FJ1338,right corona ciliaris,右睫状冠,nervous
FJ1339,right ciliary ganglion,右睫状神经节,nervous
FJ1340,right cornea,右角膜,nervous
FJ1341,right frontal nerve,右额神经,nervous
FJ1344,inferior branch of right oculomotor nerve,右动眼神经下支,nervous
FJ1347,right infratrochlear nerve,右滑车下神经,nervous
FJ1349,right lacrimal canaliculus,右泪小管,nervous
FJ1350,right lacrimal gland,右泪腺,nervous
FJ1351,right lacrimal nerve,右泪神经,nervous
FJ1352,right lacrimal lake,右泪湖,nervous
FJ1353,right nasolacrimal duct,右鼻泪管,nervous
FJ1356,right lens,右晶状体,nervous
FJ1360,right lacrimal sac,右泪囊,nervous
FJ1361,right nasociliary nerve,右鼻睫神经,nervous
FJ1362,communicating branch of right nasociliary nerve with right ciliary ganglion,右鼻睫神经与睫状神经节交通支,nervous
FJ1363,right ophthalmic nerve,右眼神经,nervous
FJ1364,right optic nerve,右视神经,nervous
FJ1366,right posterior ethmoidal nerve,右筛后神经,nervous
FJ1367,optic part of right retina,右视网膜视部,nervous
FJ1368,right sclera,右巩膜,nervous
FJ1369,right long ciliary nerve,右睫状长神经,nervous
FJ1370,subdivision of parasympathetic nervous system,副交感神经系统分支,nervous
FJ1371,suspensory ligament of right lens,右晶状体悬韧带,nervous
FJ1372,superior branch of right oculomotor nerve,右动眼神经上支,nervous
FJ1376,right supra-orbital nerve,右眶上神经,nervous
FJ1377,right supratrochlear nerve,右滑车上神经,nervous
FJ1381,right trochlear nerve,右滑车神经,nervous
FJ1382,right vitreous body,右玻璃体,nervous
FJ1471,flexor retinaculum of right wrist,右腕屈肌支持带,nervous
FJ1471M,flexor retinaculum of left wrist,左腕屈肌支持带,nervous
FJ1732,left angular gyrus,左角回,nervous
FJ1733,right angular gyrus,右角回,nervous
FJ1734,cell part cluster of neuraxis,神经轴细胞群,nervous
FJ1735,brachium of left superior colliculus,左上丘臂,nervous
FJ1736,brachium of right superior colliculus,右上丘臂,nervous
FJ1738,region of ventricular system of neuraxis,神经轴脑室系统区域,nervous
FJ1739,left cingulate gyrus,左扣带回,nervous
FJ1740,right cingulate gyrus,右扣带回,nervous
FJ1741,commissure of fornix of forebrain,穹窿连合,nervous
FJ1742,cell part cluster of neuraxis,神经轴细胞部集群,nervous
FJ1744,left inferior frontal gyrus,左额下回,nervous
FJ1745,right inferior frontal gyrus,右额下回,nervous
FJ1746,left inferior temporal gyrus,左颞下回,nervous
FJ1747,right inferior temporal gyrus,右颞下回,nervous
FJ1748,left insula,左岛叶(岛),nervous
FJ1749,right insula,右岛叶(岛),nervous
FJ1750,left internal capsule,左内囊,nervous
FJ1751,right internal capsule,右内囊,nervous
FJ1753,left amygdala,左杏仁体,nervous
FJ1754,left caudate nucleus,左尾状核,nervous
FJ1756,left fornix of forebrain,左穹窿,nervous
FJ1757,left globus pallidus,左苍白球,nervous
FJ1758,white matter of left cerebral hemisphere,左大脑半球白质,nervous
FJ1759,left hippocampus,左海马,nervous
FJ1760,organ component of neuraxis,神经轴器官成分,nervous
FJ1761,brachium of left inferior colliculus,左下丘臂,nervous
FJ1762,left inferior colliculus,左下丘,nervous
FJ1764,segment of white matter of neuraxis,神经轴白质段,nervous
FJ1766,left lateral geniculate body,左外侧膝状体,nervous
FJ1768,cell part cluster of neuraxis,神经轴细胞部集群,nervous
FJ1769,segment of hindbrain,后脑段,nervous
FJ1770,cardinal segment of brain,脑主段,nervous
FJ1771,segment of neural tree organ,神经树段,nervous
FJ1772,left optic nerve,左视神经,nervous
FJ1773,left optic tract,左视束,nervous
FJ1774,segment of white matter of neuraxis,神经轴白质段,nervous
FJ1775,cell part cluster of neuraxis,神经轴细胞部集群,nervous
FJ1776,left putamen,左壳,nervous
FJ1777,left stria medullaris of thalamus,左丘脑髓纹,nervous
FJ1778,left stria terminalis,左终纹,nervous
FJ1779,left superior colliculus,左上丘,nervous
FJ1782,left thalamus,左丘脑,nervous
FJ1783,left fusiform gyrus,左梭状回,nervous
FJ1784,right fusiform gyrus,右梭状回,nervous
FJ1785,left parahippocampal gyrus,左海马旁回,nervous
FJ1786,right parahippocampal gyrus,右海马旁回,nervous
FJ1787,left middle frontal gyrus,左额中回,nervous
FJ1788,right middle frontal gyrus,右额中回,nervous
FJ1789,left middle temporal gyrus,左颞中回,nervous
FJ1790,right middle temporal gyrus,右颞中回,nervous
FJ1791,left occipital lobe,左枕叶,nervous
FJ1792,right occipital lobe,右枕叶,nervous
FJ1793,segment of cerebral hemisphere,大脑半球段,nervous
FJ1794,segment of cerebral hemisphere,大脑半球段,nervous
FJ1797,left postcentral gyrus,左中央后回,nervous
FJ1798,right postcentral gyrus,右中央后回,nervous
FJ1800,left precentral gyrus,左中央前回,nervous
FJ1801,right precentral gyrus,右中央前回,nervous
FJ1802,right caudate nucleus,右尾状核,nervous
FJ1804,right fornix of forebrain,右穹窿,nervous
FJ1805,right globus pallidus,右苍白球,nervous
FJ1806,white matter of right cerebral hemisphere,右大脑半球白质,nervous
FJ1807,right hippocampus,右海马,nervous
FJ1808,organ component of neuraxis,神经轴器官成分,nervous
FJ1809,brachium of right inferior colliculus,右下丘臂,nervous
FJ1810,right inferior colliculus,右下丘,nervous
FJ1812,segment of white matter of neuraxis,神经轴白质段,nervous
FJ1813,right lateral geniculate body,右外侧膝状体,nervous
FJ1815,cell part cluster of neuraxis,神经轴细胞部集群,nervous
FJ1816,right medial geniculate body,右内侧膝状体,nervous
FJ1816M,left medial geniculate body,左内侧膝状体,nervous
FJ1817,cardinal segment of brain,脑主段,nervous
FJ1818,segment of neural tree organ,神经树段,nervous
FJ1819,right optic nerve,右视神经,nervous
FJ1820,right optic tract,右视束,nervous
FJ1821,segment of white matter of neuraxis,神经轴白质段,nervous
FJ1822,cell part cluster of neuraxis,神经轴细胞部集群,nervous
FJ1823,right putamen,右壳,nervous
FJ1824,right stria medullaris of thalamus,右丘脑髓纹,nervous
FJ1825,segment of white matter of neuraxis,神经轴白质段,nervous
FJ1826,right superior colliculus,右上丘,nervous
FJ1827,right thalamus,右丘脑,nervous
FJ1829,right amygdala,右杏仁体,nervous
FJ1831,segment of hindbrain,后脑段,nervous
FJ1833,left superior frontal gyrus,左额上回,nervous
FJ1834,right superior frontal gyrus,右额上回,nervous
FJ1835,left superior parietal lobule,左顶上小叶,nervous
FJ1836,right superior parietal lobule,右顶上小叶,nervous
FJ1837,anterior part of left superior temporal gyrus,左颞上回前部,nervous
FJ1838,anterior part of right superior temporal gyrus,右颞上回前部,nervous
FJ1839,posterior part of left superior temporal gyrus,左颞上回后部,nervous
FJ1840,posterior part of right superior temporal gyrus,右颞上回后部,nervous
FJ1841,left supramarginal gyrus,左缘上回,nervous
FJ1842,right supramarginal gyrus,右缘上回,nervous
FJ2561,corticomedullary organ,皮髓质器官,nervous
FJ3129,left adrenal gland,左肾上腺,nervous
FJ3130,right adrenal gland,右肾上腺,nervous
FJ3145,left kidney,左肾,nervous
FJ3147,right kidney,右肾,nervous
FJ1252,gingiva of upper jaw,上颌牙龈,digestive
FJ1253,gingiva of lower jaw,下颌牙龈,digestive
FJ1254,left lower first secondary molar tooth,左下第1恒磨牙,digestive
FJ1255,left lower first secondary premolar tooth,左下第1恒前磨牙,digestive
FJ1256,left lower second secondary molar tooth,左下第2恒磨牙,digestive
FJ1257,left lower second secondary premolar tooth,左下第2恒前磨牙,digestive
FJ1258,left lower central secondary incisor tooth,左下中恒切牙,digestive
FJ1259,left lower lateral secondary incisor tooth,左下外侧恒切牙,digestive
FJ1260,left lower secondary canine tooth,左下恒尖牙,digestive
FJ1261,left upper first secondary molar tooth,左上第1恒磨牙,digestive
FJ1262,left upper first secondary premolar tooth,左上第1恒前磨牙,digestive
FJ1263,left upper second secondary molar tooth,左上第2恒磨牙,digestive
FJ1264,left upper second secondary premolar tooth,左上第2恒前磨牙,digestive
FJ1265,left upper central secondary incisor tooth,左上中恒切牙,digestive
FJ1266,left upper lateral secondary incisor tooth,左上外侧恒切牙,digestive
FJ1267,left upper secondary canine tooth,左上恒尖牙,digestive
FJ1268,right lower first secondary molar tooth,右下第1恒磨牙,digestive
FJ1269,right lower first secondary premolar tooth,右下第1恒前磨牙,digestive
FJ1270,right lower second secondary molar tooth,右下第2恒磨牙,digestive
FJ1271,right lower second secondary premolar tooth,右下第2恒前磨牙,digestive
FJ1272,right lower central secondary incisor tooth,右下中恒切牙,digestive
FJ1273,right lower lateral secondary incisor tooth,右下外侧恒切牙,digestive
FJ1274,right lower secondary canine tooth,右下恒尖牙,digestive
FJ1275,right upper second secondary molar tooth,右上第2恒磨牙,digestive
FJ1276,right upper first secondary molar tooth,右上第1恒磨牙,digestive
FJ1277,right upper first secondary premolar tooth,右上第1恒前磨牙,digestive
FJ1278,right upper second secondary premolar tooth,右上第2恒前磨牙,digestive
FJ1279,right upper central secondary incisor tooth,右上中恒切牙,digestive
FJ1280,right upper lateral secondary incisor tooth,右上外侧恒切牙,digestive
FJ1281,right upper secondary canine tooth,右上恒尖牙,digestive
FJ1895,parenchymatous organ,实质性器官,digestive
FJ2409,region of posterior sector of right liver (in-vivo),肝右后叶区域,digestive
FJ2563,organ with organ cavity,有腔器官,digestive
FJ2564,organ with organ cavity,有腔器官,digestive
FJ2565,organ with organ cavity,有腔器官,digestive
FJ2566,segment of large intestine,大肠段,digestive
FJ2567,segment of large intestine,大肠段,digestive
FJ2571,segment of large intestine,大肠段,digestive
FJ2572,segment of large intestine,大肠段,digestive
FJ2573,organ region,器官区域,digestive
FJ2574,zone of small intestine,小肠区,digestive
FJ2575,zone of small intestine,小肠区,digestive
FJ2576,zone of small intestine,小肠区,digestive
FJ2577,zone of small intestine,小肠区,digestive
FJ2578,zone of small intestine,小肠区,digestive
FJ2579,zone of small intestine,小肠区,digestive
FJ2580,zone of small intestine,小肠区,digestive
FJ2581,zone of small intestine,小肠区,digestive
FJ2582,zone of small intestine,小肠区,digestive
FJ2583,zone of small intestine,小肠区,digestive
FJ2584,zone of small intestine,小肠区,digestive
FJ2585,zone of small intestine,小肠区,digestive
FJ2586,zone of small intestine,小肠区,digestive
FJ2587,zone of small intestine,小肠区,digestive
FJ2588,zone of small intestine,小肠区,digestive
FJ2589,zone of small intestine,小肠区,digestive
FJ2590,zone of small intestine,小肠区,digestive
FJ2591,zone of small intestine,小肠区,digestive
FJ2592,zone of small intestine,小肠区,digestive
FJ2593,zone of small intestine,小肠区,digestive
FJ2594,zone of small intestine,小肠区,digestive
FJ2595,zone of small intestine,小肠区,digestive
FJ2596,zone of small intestine,小肠区,digestive
FJ2597,zone of small intestine,小肠区,digestive
FJ2598,zone of small intestine,小肠区,digestive
FJ2600,zone of small intestine,小肠区,digestive
FJ2601,zone of small intestine,小肠区,digestive
FJ2602,zone of small intestine,小肠区,digestive
FJ2603,zone of small intestine,小肠区,digestive
FJ2604,zone of small intestine,小肠区,digestive
FJ2605,zone of small intestine,小肠区,digestive
FJ2606,proximal part of jejunum,空肠近侧部,digestive
FJ2607,zone of small intestine,小肠区,digestive
FJ2608,zone of small intestine,小肠区,digestive
FJ2609,zone of small intestine,小肠区,digestive
FJ2610,zone of small intestine,小肠区,digestive
FJ2611,zone of small intestine,小肠区,digestive
FJ2612,zone of small intestine,小肠区,digestive
FJ2613,zone of small intestine,小肠区,digestive
FJ2614,zone of small intestine,小肠区,digestive
FJ2615,zone of small intestine,小肠区,digestive
FJ2616,zone of small intestine,小肠区,digestive
FJ2617,proximal part of jejunum,空肠近侧部,digestive
FJ2618,zone of small intestine,小肠区,digestive
FJ2619,zone of small intestine,小肠区,digestive
FJ2620,zone of small intestine,小肠区,digestive
FJ2621,zone of small intestine,小肠区,digestive
FJ2622,proximal part of jejunum,空肠近侧部,digestive
FJ2623,proximal part of jejunum,空肠近侧部,digestive
FJ2624,proximal part of jejunum,空肠近侧部,digestive
FJ2625,proximal part of jejunum,空肠近侧部,digestive
FJ2626,proximal part of jejunum,空肠近侧部,digestive
FJ2627,proximal part of jejunum,空肠近侧部,digestive
FJ2628,zone of small intestine,小肠区,digestive
FJ2629,parenchyma of pancreas,胰腺实质,digestive
FJ2738,left genioglossus,左颏舌肌,digestive
FJ2739,left hyoglossus,左解舌肌,digestive
FJ2740,left inferior pharyngeal constrictor,左咽下缩肌,digestive
FJ2741,left levator veli palatini,左腭帆提肌,digestive
FJ2742,right middle pharyngeal constrictor,右咽中缩肌,digestive
FJ2743,left palatopharyngeus,左腭咽肌,digestive
FJ2745,left salpingopharyngeus,左咽鼓管咽肌,digestive
FJ2746,left stylopharyngeus,左茎突咽肌,digestive
FJ2747,left superior pharyngeal constrictor,左咽上缩肌,digestive
FJ2748,left tensor veli palatini,左腭帆张肌,digestive
FJ2750,right genioglossus,右颏舌肌,digestive
FJ2751,right hyoglossus,右解舌肌,digestive
FJ2752,right inferior pharyngeal constrictor,右咽下缩肌,digestive
FJ2753,right levator veli palatini,右腭帆提肌,digestive
FJ2754,left middle pharyngeal constrictor,左咽中缩肌,digestive
FJ2755,right palatopharyngeus,右腭咽肌,digestive
FJ2757,right salpingopharyngeus,右咽鼓管咽肌,digestive
FJ2758,right stylopharyngeus,右茎突咽肌,digestive
FJ2759,right superior pharyngeal constrictor,右咽上缩肌,digestive
FJ2760,right tensor veli palatini,右腭帆张肌,digestive
FJ2761,heterogeneous cluster,异质集群,digestive
FJ2762,nonparenchymatous organ,非实质器官,digestive
FJ2765,left sublingual gland,左舌下腺,digestive
FJ2766,left submandibular gland,左下颌下腺,digestive
FJ2767,right sublingual gland,右舌下腺,digestive
FJ2768,right submandibular gland,右下颌下腺,digestive
FJ2814,subdivision of cardinal body part,身体主要部分细分,digestive
FJ2816,lobular organ component,小叶状器官成分,digestive
FJ2817,organ with organ cavity,有腔器官,digestive
FJ2819,region of anterior sector of left liver (in-vivo),肝左前叶区域,digestive
FJ2820,region of anterior sector of left liver (in-vivo),肝左前叶区域,digestive
FJ2821,region of anterior sector of right liver (in-vivo),肝右前叶区域,digestive
FJ2822,region of posterior sector of right liver (in-vivo),肝右后叶区域,digestive
FJ2823,region of anterior sector of right liver (in-vivo),肝右前叶区域,digestive
FJ2824,region of anterior sector of right liver (in-vivo),肝右前叶区域,digestive
FJ3079,extrahepatic bile duct,肝外胆道,digestive
FJ3080,extrahepatic bile duct,肝外胆道,digestive
FJ3094,left duct of caudate lobe of liver,肝左尾状叶导管,digestive
FJ3096,left hepatic duct,左肝管,digestive
FJ3123,right hepatic duct,右肝管,digestive
FJ3397,region of visceral peritoneum,脏腹膜区域,digestive
FJ3398,region of visceral peritoneum,脏腹膜区域,digestive
FJ2440,nonparenchymatous organ,非实质器官,respiratory
FJ2441,pulmonary segment of bronchial tree,支气管树肺段,respiratory
FJ2442,left medial basal segmental bronchial tree,左肺下叶内侧底段支气管树,respiratory
FJ2443,left anterior segmental bronchial tree,左肺上叶前段支气管树,respiratory
FJ2444,left apical segmental bronchial tree,左肺上叶尖后段支气管树(尖部),respiratory
FJ2445,left lateral basal segmental bronchial tree,左肺下叶外侧底段支气管树,respiratory
FJ2446,left posterior basal segmental bronchial tree,左肺下叶后底段支气管树,respiratory
FJ2447,left posterior segmental bronchial tree,左肺上叶尖后段支气管树(后部),respiratory
FJ2448,left superior segmental bronchial tree,左肺下叶上段支气管树,respiratory
FJ2449,pulmonary segment of bronchial tree,支气管树肺段,respiratory
FJ2450,left main bronchus,左主支气管,respiratory
FJ2451,pulmonary segment of bronchial tree,支气管树肺段,respiratory
FJ2452,right anterior basal segmental bronchial tree,右肺下叶前底段支气管树,respiratory
FJ2453,right anterior segmental bronchial tree,右肺上叶前段支气管树,respiratory
FJ2454,right apical segmental bronchial tree,右肺上叶尖段支气管树,respiratory
FJ2455,right lateral basal segmental bronchial tree,右肺下叶外侧底段支气管树,respiratory
FJ2456,right medial basal segmental bronchial tree,右肺下叶内侧底段支气管树,respiratory
FJ2457,right posterior basal segmental bronchial tree,右肺下叶后底段支气管树,respiratory
FJ2458,right posterior segmental bronchial tree,右肺上叶后段支气管树,respiratory
FJ2459,right superior segmental bronchial tree,右肺下叶上段支气管树,respiratory
FJ2460,left apical segmental bronchial tree,左肺上叶尖后段支气管树(尖部),respiratory
FJ2461,left apical segmental bronchial tree,左肺上叶尖后段支气管树(尖部),respiratory
FJ2462,left apical segmental bronchial tree,左肺上叶尖后段支气管树(尖部),respiratory
FJ2463,left apical segmental bronchial tree,左肺上叶尖后段支气管树(尖部),respiratory
FJ2464,left apical segmental bronchial tree,左肺上叶尖后段支气管树(尖部),respiratory
FJ2465,left posterior segmental bronchial tree,左肺上叶尖后段支气管树(后部),respiratory
FJ2466,left posterior segmental bronchial tree,左肺上叶尖后段支气管树(后部),respiratory
FJ2467,left anterior segmental bronchial tree,左肺上叶前段支气管树,respiratory
FJ2468,left anterior segmental bronchial tree,左肺上叶前段支气管树,respiratory
FJ2469,left anterior segmental bronchial tree,左肺上叶前段支气管树,respiratory
FJ2470,right posterior basal segmental bronchial tree,右肺下叶后底段支气管树,respiratory
FJ2471,left anterior segmental bronchial tree,左肺上叶前段支气管树,respiratory
FJ2472,left anterior segmental bronchial tree,左肺上叶前段支气管树,respiratory
FJ2473,left anterior segmental bronchial tree,左肺上叶前段支气管树,respiratory
FJ2474,left anterior segmental bronchial tree,左肺上叶前段支气管树,respiratory
FJ2475,pulmonary segment of bronchial tree,支气管树肺段,respiratory
FJ2476,pulmonary segment of bronchial tree,支气管树肺段,respiratory
FJ2477,pulmonary segment of bronchial tree,支气管树肺段,respiratory
FJ2478,pulmonary segment of bronchial tree,支气管树肺段,respiratory
FJ2479,left superior segmental bronchial tree,左肺下叶上段支气管树,respiratory
FJ2480,left superior segmental bronchial tree,左肺下叶上段支气管树,respiratory
FJ2481,right posterior basal segmental bronchial tree,右肺下叶后底段支气管树,respiratory
FJ2482,left superior segmental bronchial tree,左肺下叶上段支气管树,respiratory
FJ2483,left superior segmental bronchial tree,左肺下叶上段支气管树,respiratory
FJ2484,left superior segmental bronchial tree,左肺下叶上段支气管树,respiratory
FJ2485,left superior segmental bronchial tree,左肺下叶上段支气管树,respiratory
FJ2486,right posterior basal segmental bronchial tree,右肺下叶后底段支气管树,respiratory
FJ2487,right posterior basal segmental bronchial tree,右肺下叶后底段支气管树,respiratory
FJ2488,right medial basal segmental bronchial tree,右肺下叶内侧底段支气管树,respiratory
FJ2489,right posterior basal segmental bronchial tree,右肺下叶后底段支气管树,respiratory
FJ2490,right lateral basal segmental bronchial tree,右肺下叶外侧底段支气管树,respiratory
FJ2491,right lateral basal segmental bronchial tree,右肺下叶外侧底段支气管树,respiratory
FJ2492,right lateral basal segmental bronchial tree,右肺下叶外侧底段支气管树,respiratory
FJ2493,right anterior basal segmental bronchial tree,右肺下叶前底段支气管树,respiratory
FJ2494,right anterior basal segmental bronchial tree,右肺下叶前底段支气管树,respiratory
FJ2495,right superior segmental bronchial tree,右肺下叶上段支气管树,respiratory
FJ2496,right superior segmental bronchial tree,右肺下叶上段支气管树,respiratory
FJ2497,right superior segmental bronchial tree,右肺下叶上段支气管树,respiratory
FJ2498,right superior segmental bronchial tree,右肺下叶上段支气管树,respiratory
FJ2499,right superior segmental bronchial tree,右肺下叶上段支气管树,respiratory
FJ2500,right superior segmental bronchial tree,右肺下叶上段支气管树,respiratory
FJ2501,right superior segmental bronchial tree,右肺下叶上段支气管树,respiratory
FJ2502,right superior segmental bronchial tree,右肺下叶上段支气管树,respiratory
FJ2503,pulmonary segment of bronchial tree,支气管树肺段,respiratory
FJ2504,pulmonary segment of bronchial tree,支气管树肺段,respiratory
FJ2505,pulmonary segment of bronchial tree,支气管树肺段,respiratory
FJ2506,pulmonary segment of bronchial tree,支气管树肺段,respiratory
FJ2507,pulmonary segment of bronchial tree,支气管树肺段,respiratory
FJ2508,pulmonary segment of bronchial tree,支气管树肺段,respiratory
FJ2509,right anterior segmental bronchial tree,右肺上叶前段支气管树,respiratory
FJ2510,right anterior segmental bronchial tree,右肺上叶前段支气管树,respiratory
FJ2511,right anterior segmental bronchial tree,右肺上叶前段支气管树,respiratory
FJ2512,right anterior segmental bronchial tree,右肺上叶前段支气管树,respiratory
FJ2513,right anterior segmental bronchial tree,右肺上叶前段支气管树,respiratory
FJ2514,right anterior segmental bronchial tree,右肺上叶前段支气管树,respiratory
